account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
2929,Trutnov,1996-04-06,monthly,1,NA,F,NA,NA,NA,NA,NA,37600,15,NA,123165,400
2930,Hl.m. Praha,1996-08-24,monthly,1,NA,F,NA,NA,NA,NA,NA,64700,15,NA,148231,900
2931,Liberec,1995-05-04,monthly,1,NA,F,NA,NA,NA,NA,NA,4250,15,NA,27352,500
2932,Olomouc,1993-05-04,monthly,2,NA,F,NA,NA,NA,NA,NA,64200,4,NA,146481,500
2933,Praha - vychod,1993-06-18,monthly,2,NA,T,272520,4542,60,current,F,62800,15,NA,175151,1100
2934,Hl.m. Praha,1996-10-08,monthly,1,1,F,NA,NA,NA,NA,NA,60800,15,8,133278,1000
2935,Frydek - Mistek,1995-05-15,monthly,1,NA,F,NA,NA,NA,NA,NA,4290,15,NA,22224,200
2936,Beroun,1996-03-27,monthly,1,NA,T,504000,8400,60,current,F,10400,15,NA,59151,200
2937,Hl.m. Praha,1997-02-25,monthly,1,NA,F,NA,NA,NA,NA,NA,4600,15,NA,25025,800
2938,Hl.m. Praha,1993-08-04,monthly,1,NA,F,NA,NA,NA,NA,NA,64400,15,NA,147593,400
2939,Kolin,1997-06-28,monthly,1,NA,F,NA,NA,NA,NA,NA,6000,15,NA,29212,200
2940,Brno - mesto,1993-06-24,monthly,1,NA,F,NA,NA,NA,NA,NA,64100,15,NA,141487,1000
2942,Chrudim,1997-09-24,monthly,1,NA,F,NA,NA,NA,NA,NA,6400,15,NA,48605,1100
2944,Domazlice,1996-01-11,monthly,2,NA,F,NA,NA,NA,NA,NA,37600,15,NA,55855,1000
2945,Kutna Hora,1996-07-11,monthly,2,NA,F,NA,NA,NA,NA,NA,8300,15,NA,25458,300
2946,Brno - mesto,1996-05-07,monthly,1,NA,F,NA,NA,NA,NA,NA,4400,15,NA,22065,1100
2947,Hodonin,1996-08-09,monthly,2,NA,F,NA,NA,NA,NA,NA,4150,15,NA,35569,1000
2949,Hl.m. Praha,1994-10-21,monthly,2,NA,F,NA,NA,NA,NA,NA,13950,15,NA,34839,400
2950,Uherske Hradiste,1996-06-28,monthly,1,NA,F,NA,NA,NA,NA,NA,45120,15,NA,71237,1000
2951,Chrudim,1993-09-06,monthly,1,NA,F,NA,NA,NA,NA,NA,15600,15,NA,82102,200
2952,Znojmo,1997-04-28,monthly,1,NA,F,NA,NA,NA,NA,NA,6100,15,NA,29017,900
2953,Hl.m. Praha,1996-09-02,monthly,1,1,F,NA,NA,NA,NA,NA,12600,15,8,61414,900
2954,Hl.m. Praha,1997-04-08,monthly,1,1,F,NA,NA,NA,NA,NA,25300,15,2,86794,700
2955,Bruntal,1996-09-27,monthly,1,NA,F,NA,NA,NA,NA,NA,3840,15,NA,30584,900
2956,Cesky Krumlov,1997-06-10,monthly,1,NA,F,NA,NA,NA,NA,NA,16400,15,NA,57218,400
2957,Klatovy,1995-07-28,monthly,1,NA,F,NA,NA,NA,NA,NA,42400,15,NA,78136,500
2958,Rychnov nad Kneznou,1993-09-19,monthly,1,NA,F,NA,NA,NA,NA,NA,11400,15,NA,28718,400
2959,Mlada Boleslav,1994-02-25,monthly,1,1,F,NA,NA,NA,NA,NA,62700,15,11,141814,-11712
2960,Prachatice,1994-09-20,monthly,1,NA,F,NA,NA,NA,NA,NA,23700,15,NA,48961,1100
2961,Nymburk,1996-07-12,monthly,1,NA,F,NA,NA,NA,NA,NA,11250,15,NA,33899,400
2962,Hl.m. Praha,1993-05-30,monthly,1,NA,T,31248,2604,12,expired,F,64100,15,NA,156950,1000
2963,Tachov,1996-12-09,monthly,1,1,F,NA,NA,NA,NA,NA,14700,15,2,60491,1000
2964,Olomouc,1997-01-09,monthly,2,NA,F,NA,NA,NA,NA,NA,10800,15,NA,28637,300
2965,Kutna Hora,1995-10-10,monthly,1,NA,F,NA,NA,NA,NA,NA,12000,15,NA,34849,900
2966,Decin,1997-03-27,monthly,1,1,F,NA,NA,NA,NA,NA,63100,15,5,130528,1100
2967,Louny,1996-11-13,monthly,1,NA,F,NA,NA,NA,NA,NA,13300,15,NA,50081,400
2968,Cesky Krumlov,1995-02-05,monthly,2,1,F,NA,NA,NA,NA,NA,56400,15,2,107797,1100
2969,Rokycany,1995-05-26,monthly,1,NA,F,NA,NA,NA,NA,NA,3700,300,NA,38600,300
2970,Prostejov,1993-01-22,monthly,2,NA,F,NA,NA,NA,NA,NA,26400,15,NA,52614,400
2972,Pribram,1993-11-23,monthly,1,1,F,NA,NA,NA,NA,NA,68700,15,17,162756,500
2973,Cheb,1996-08-15,monthly,1,1,F,NA,NA,NA,NA,NA,19500,15,12,58034,500
2974,Nymburk,1993-03-13,monthly,2,NA,F,NA,NA,NA,NA,NA,13850,15,NA,54302,1100
2976,Rakovnik,1996-08-19,monthly,1,NA,F,NA,NA,NA,NA,NA,18880,15,NA,64055,800
2977,Plzen - sever,1996-06-20,monthly,1,NA,F,NA,NA,NA,NA,NA,57400,15,NA,134018,1100
2978,Ostrava - mesto,1995-01-06,monthly,1,NA,F,NA,NA,NA,NA,NA,15100,15,NA,35058,600
2979,Praha - vychod,1997-11-22,monthly,1,NA,F,NA,NA,NA,NA,NA,6900,15,NA,24196,700
2980,Zdar nad Sazavou,1993-12-09,monthly,2,NA,F,NA,NA,NA,NA,NA,5100,15,NA,28624,1000
2981,Nachod,1997-01-11,monthly,1,NA,F,NA,NA,NA,NA,NA,5300,15,NA,25987,600
2982,Prachatice,1996-06-04,monthly,2,1,T,41256,3438,12,current,F,63700,15,11,138939,900
2983,Havlickuv Brod,1996-07-25,monthly,1,NA,F,NA,NA,NA,NA,NA,28200,15,NA,51668,1000
2985,Novy Jicin,1993-04-06,monthly,1,NA,F,NA,NA,NA,NA,NA,5800,15,NA,40601,400
2986,Vyskov,1996-04-09,monthly,1,1,T,24792,1033,24,current,F,47360,15,11,91488,500
2987,Pisek,1993-09-16,monthly,1,NA,F,NA,NA,NA,NA,NA,31200,15,NA,83115,700
2989,Kladno,1993-11-28,monthly,1,NA,F,NA,NA,NA,NA,NA,11600,15,NA,35126,600
2990,Sokolov,1996-09-16,monthly,1,1,F,NA,NA,NA,NA,NA,17900,15,7,56133,900
2991,Prachatice,1993-05-22,monthly,2,NA,F,NA,NA,NA,NA,NA,47000,7,NA,84029,600
2992,Hradec Kralove,1997-07-11,monthly,1,NA,F,NA,NA,NA,NA,NA,10240,15,NA,54794,900
2994,Vsetin,1996-05-03,monthly,1,1,T,48744,1354,36,current,F,20500,15,12,75877,900
2995,Trutnov,1996-12-14,monthly,1,NA,F,NA,NA,NA,NA,NA,50600,2,NA,108137,-5285
2996,Brno - mesto,1994-05-17,monthly,1,NA,F,NA,NA,NA,NA,NA,23500,15,NA,71605,400
2997,Teplice,1997-09-09,monthly,1,NA,F,NA,NA,NA,NA,NA,4000,15,NA,31970,1100
2998,Tabor,1997-11-09,monthly,1,1,F,NA,NA,NA,NA,NA,29700,3,1,66690,300
2999,Zdar nad Sazavou,1996-10-08,monthly,2,NA,F,NA,NA,NA,NA,NA,11680,15,NA,37921,1000
3000,Plzen - sever,1993-07-14,monthly,1,NA,F,NA,NA,NA,NA,NA,42240,15,NA,74493,1000
3001,Hl.m. Praha,1993-03-24,monthly,1,NA,F,NA,NA,NA,NA,NA,29600,15,NA,88118,400
3003,Pisek,1993-11-27,monthly,1,1,F,NA,NA,NA,NA,NA,26700,15,5,115903,500
3004,Praha - zapad,1996-08-22,monthly,1,NA,F,NA,NA,NA,NA,NA,7000,15,NA,23905,700
3006,Zlin,1995-01-01,monthly,2,NA,F,NA,NA,NA,NA,NA,11500,15,NA,34586,200
3007,Jindrichuv Hradec,1993-02-02,monthly,1,NA,F,NA,NA,NA,NA,NA,40100,15,NA,77118,800
3008,Olomouc,1993-02-27,monthly,1,NA,F,NA,NA,NA,NA,NA,13100,15,NA,71364,200
3009,Hl.m. Praha,1996-01-26,monthly,2,NA,F,NA,NA,NA,NA,NA,8300,15,NA,28692,900
3010,Nachod,1995-09-13,monthly,1,1,F,NA,NA,NA,NA,NA,27100,15,12,83279,800
3011,Zlin,1993-09-01,monthly,1,NA,F,NA,NA,NA,NA,NA,4530,15,NA,23208,400
3012,Semily,1997-04-18,monthly,1,1,F,NA,NA,NA,NA,NA,5300,15,NA,54068,600
3013,Opava,1997-12-09,monthly,1,NA,F,NA,NA,NA,NA,NA,3600,15,NA,22844,4714
3015,Prachatice,1996-06-15,monthly,1,NA,F,NA,NA,NA,NA,NA,2790,15,NA,28619,900
3016,Plzen - mesto,1996-02-23,monthly,1,NA,F,NA,NA,NA,NA,NA,21000,15,NA,58358,700
3017,Prerov,1994-08-12,monthly,1,NA,F,NA,NA,NA,NA,NA,27680,15,NA,68318,700
3018,Chomutov,1996-12-03,monthly,1,NA,F,NA,NA,NA,NA,NA,47300,2,NA,159656,-1969
3019,Decin,1996-04-21,monthly,2,NA,F,NA,NA,NA,NA,NA,26600,15,NA,57812,300
3020,Beroun,1996-08-09,monthly,1,NA,F,NA,NA,NA,NA,NA,22500,15,NA,88152,900
3021,Praha - vychod,1996-04-20,monthly,1,NA,T,155616,3242,48,current,F,22700,15,NA,62154,300
3022,Zlin,1996-10-30,monthly,1,NA,F,NA,NA,NA,NA,NA,4500,15,NA,31938,700
3023,Jablonec n. Nisou,1997-10-14,monthly,1,NA,F,NA,NA,NA,NA,NA,14750,15,NA,37303,6121
3024,Hl.m. Praha,1996-12-18,monthly,2,NA,F,NA,NA,NA,NA,NA,10900,15,NA,37932,400
3025,Klatovy,1997-12-27,monthly,1,NA,F,NA,NA,NA,NA,NA,6100,15,NA,31034,800
3026,Karlovy Vary,1993-02-18,monthly,1,NA,F,NA,NA,NA,NA,NA,63900,15,NA,114166,400
3027,Uherske Hradiste,1996-04-29,monthly,2,NA,F,NA,NA,NA,NA,NA,3440,15,NA,27922,1000
3028,Plzen - jih,1993-09-15,monthly,1,NA,F,NA,NA,NA,NA,NA,7100,15,NA,26167,400
3029,Havlickuv Brod,1996-12-24,monthly,1,NA,F,NA,NA,NA,NA,NA,14000,15,NA,32671,700
3030,Znojmo,1994-06-22,monthly,1,NA,F,NA,NA,NA,NA,NA,5100,15,NA,28543,800
3031,Trutnov,1997-03-10,monthly,1,NA,F,NA,NA,NA,NA,NA,3500,15,NA,25120,4184
3032,Kolin,1993-06-07,monthly,1,NA,F,NA,NA,NA,NA,NA,24700,15,NA,54445,300
3033,Jesenik,1997-12-10,monthly,2,NA,F,NA,NA,NA,NA,NA,1137,15,NA,21451,900
3036,Praha - vychod,1994-04-10,monthly,1,NA,F,NA,NA,NA,NA,NA,44300,15,NA,121318,900
3037,Chrudim,1994-05-26,monthly,1,NA,T,277884,7719,36,current,F,63000,1,NA,129394,-2507
3038,Praha - vychod,1996-04-28,monthly,2,1,F,NA,NA,NA,NA,NA,64200,15,11,157871,1000
3039,Hl.m. Praha,1993-12-10,monthly,1,NA,F,NA,NA,NA,NA,NA,15360,15,NA,86428,600
3040,Pelhrimov,1996-08-03,monthly,1,NA,F,NA,NA,NA,NA,NA,8370,15,NA,28527,1000
3041,Karvina,1996-04-04,monthly,1,NA,F,NA,NA,NA,NA,NA,6300,15,NA,37463,500
3042,Praha - vychod,1993-09-16,monthly,2,NA,F,NA,NA,NA,NA,NA,57200,15,NA,76336,500
3043,Hl.m. Praha,1996-12-29,monthly,1,NA,F,NA,NA,NA,NA,NA,6050,15,NA,22985,800
3044,Olomouc,1996-09-14,monthly,2,NA,F,NA,NA,NA,NA,NA,3850,15,NA,29879,500
3045,Hl.m. Praha,1995-06-08,monthly,2,NA,F,NA,NA,NA,NA,NA,6200,15,NA,36188,300
3046,Ostrava - mesto,1997-08-11,monthly,1,NA,F,NA,NA,NA,NA,NA,7400,15,NA,34482,1100
3047,Jindrichuv Hradec,1993-02-17,monthly,1,NA,F,NA,NA,NA,NA,NA,8640,15,NA,29807,600
3049,Trebic,1994-09-08,monthly,1,NA,F,NA,NA,NA,NA,NA,6090,15,NA,69434,1100
3050,Prostejov,1993-05-08,monthly,2,1,T,82896,6908,12,expired,F,55100,15,22,116804,900
3051,Nymburk,1996-01-01,monthly,1,1,F,NA,NA,NA,NA,NA,54100,15,4,145458,800
3052,Chrudim,1997-04-26,monthly,1,NA,F,NA,NA,NA,NA,NA,17200,400,NA,53243,800
3053,Praha - zapad,1993-08-23,monthly,1,NA,F,NA,NA,NA,NA,NA,16600,15,NA,90732,900
3055,Cesky Krumlov,1996-05-26,monthly,2,NA,F,NA,NA,NA,NA,NA,12600,15,NA,43345,900
3056,Brno - venkov,1993-12-22,monthly,2,NA,F,NA,NA,NA,NA,NA,6950,15,NA,34324,1100
3057,Nymburk,1997-07-23,monthly,1,NA,F,NA,NA,NA,NA,NA,19100,15,NA,64301,600
3058,Chrudim,1994-10-23,monthly,1,NA,F,NA,NA,NA,NA,NA,29000,15,NA,77935,700
3059,Hl.m. Praha,1997-02-15,monthly,2,1,F,NA,NA,NA,NA,NA,26800,15,11,80056,700
3060,Opava,1997-06-09,monthly,1,NA,F,NA,NA,NA,NA,NA,24800,15,NA,62393,400
3061,Sumperk,1995-11-08,monthly,1,NA,F,NA,NA,NA,NA,NA,4100,15,NA,26464,300
3062,Pelhrimov,1997-08-15,monthly,1,NA,F,NA,NA,NA,NA,NA,14950,15,NA,28697,400
3063,Olomouc,1993-05-26,monthly,1,NA,F,NA,NA,NA,NA,NA,2700,15,NA,47183,1100
3064,Teplice,1993-05-23,monthly,1,NA,T,15420,1285,12,expired,F,11840,15,NA,60755,1000
3066,Ostrava - mesto,1996-08-12,monthly,1,NA,F,NA,NA,NA,NA,NA,27520,15,NA,53841,700
3067,Nachod,1997-01-30,monthly,2,NA,F,NA,NA,NA,NA,NA,6700,15,NA,34928,800
3068,Kromeriz,1993-04-25,monthly,1,NA,F,NA,NA,NA,NA,NA,10200,15,NA,38231,500
3069,Zdar nad Sazavou,1993-03-20,monthly,1,NA,F,NA,NA,NA,NA,NA,25900,15,NA,115033,400
3070,Breclav,1997-08-21,monthly,1,NA,F,NA,NA,NA,NA,NA,40320,15,NA,62829,300
3071,Usti nad Labem,1996-10-03,monthly,1,1,F,NA,NA,NA,NA,NA,26600,15,1,87021,900
3072,Mlada Boleslav,1993-06-05,monthly,1,NA,F,NA,NA,NA,NA,NA,53200,15,NA,84311,1000
3075,Novy Jicin,1997-06-25,monthly,2,NA,F,NA,NA,NA,NA,NA,7000,15,NA,29190,400
3076,Brno - mesto,1993-03-27,monthly,2,NA,F,NA,NA,NA,NA,NA,5200,15,NA,28361,700
3077,Zlin,1997-04-16,monthly,1,1,F,NA,NA,NA,NA,NA,15400,15,5,71961,600
3078,Hl.m. Praha,1993-07-16,monthly,1,NA,F,NA,NA,NA,NA,NA,3800,15,NA,23086,200
3079,Pisek,1996-02-26,monthly,1,NA,F,NA,NA,NA,NA,NA,7650,15,NA,24125,1000
3080,Hodonin,1995-10-29,monthly,1,NA,F,NA,NA,NA,NA,NA,5600,15,NA,25637,400
3082,Decin,1997-11-16,monthly,1,NA,F,NA,NA,NA,NA,NA,11600,15,NA,35859,700
3083,Zdar nad Sazavou,1997-03-18,monthly,2,NA,F,NA,NA,NA,NA,NA,28900,15,NA,78816,200
3085,Zdar nad Sazavou,1997-07-03,monthly,1,NA,F,NA,NA,NA,NA,NA,20800,15,NA,49328,600
3086,Hl.m. Praha,1993-11-02,monthly,1,1,F,NA,NA,NA,NA,NA,29900,15,11,109688,800
3087,Cesky Krumlov,1993-12-04,monthly,1,NA,F,NA,NA,NA,NA,NA,3800,15,NA,26255,600
3088,Pisek,1996-03-08,monthly,2,1,F,NA,NA,NA,NA,NA,37440,15,13,71278,600
3090,Hl.m. Praha,1996-12-10,monthly,1,NA,F,NA,NA,NA,NA,NA,37700,15,NA,119655,500
3091,Beroun,1993-11-11,monthly,1,NA,F,NA,NA,NA,NA,NA,29200,15,NA,80841,200
3092,Nachod,1995-12-20,monthly,1,NA,F,NA,NA,NA,NA,NA,9000,15,NA,29245,1000
3093,Jindrichuv Hradec,1996-11-21,monthly,1,NA,F,NA,NA,NA,NA,NA,24300,15,NA,65682,500
3094,Breclav,1993-12-20,monthly,2,NA,F,NA,NA,NA,NA,NA,24160,10,NA,69014,600
3096,Frydek - Mistek,1993-06-29,monthly,1,NA,F,NA,NA,NA,NA,NA,24600,8,NA,68751,1000
3097,Zdar nad Sazavou,1997-08-14,monthly,1,NA,F,NA,NA,NA,NA,NA,8250,15,NA,27220,900
3098,Hl.m. Praha,1996-09-16,monthly,1,NA,F,NA,NA,NA,NA,NA,31200,15,NA,47235,600
3099,Karvina,1993-05-20,monthly,1,NA,F,NA,NA,NA,NA,NA,6400,15,NA,35211,800
3100,Znojmo,1997-06-22,monthly,1,NA,F,NA,NA,NA,NA,NA,28160,15,NA,56421,600
3101,Hl.m. Praha,1994-02-27,monthly,1,NA,F,NA,NA,NA,NA,NA,5730,15,NA,23908,700
3102,Decin,1997-11-23,monthly,2,1,F,NA,NA,NA,NA,NA,14200,15,1,62726,1100
3104,Hl.m. Praha,1997-04-29,monthly,1,NA,F,NA,NA,NA,NA,NA,7300,15,NA,42635,700
3105,Litomerice,1997-11-21,monthly,1,NA,F,NA,NA,NA,NA,NA,2145,15,NA,24631,1000
3107,Kolin,1993-11-20,monthly,1,NA,F,NA,NA,NA,NA,NA,12650,15,NA,103276,200
3108,Blansko,1993-03-14,monthly,2,NA,F,NA,NA,NA,NA,NA,5400,15,NA,20932,600
3109,Pisek,1995-04-08,monthly,1,NA,F,NA,NA,NA,NA,NA,42000,0,NA,66840,-6285
3110,Rychnov nad Kneznou,1997-01-12,monthly,1,NA,F,NA,NA,NA,NA,NA,54600,15,NA,123735,1000
3111,Prostejov,1995-11-08,monthly,1,NA,F,NA,NA,NA,NA,NA,37440,15,NA,73057,200
3112,Louny,1994-08-12,monthly,2,1,T,123216,2567,48,current,F,60700,15,11,155867,700
3113,Bruntal,1993-08-16,monthly,1,1,F,NA,NA,NA,NA,NA,62000,1,5,146810,-915
3114,Hl.m. Praha,1996-06-15,monthly,1,1,F,NA,NA,NA,NA,NA,54800,15,23,128229,700
3115,Ceske Budejovice,1996-03-27,monthly,2,NA,T,321180,5353,60,current,F,34000,15,NA,90257,700
3116,Brno - mesto,1996-04-05,monthly,1,1,F,NA,NA,NA,NA,NA,18300,15,3,85010,1100
3117,Decin,1993-02-24,monthly,1,NA,F,NA,NA,NA,NA,NA,4800,15,NA,29772,900
3118,Rychnov nad Kneznou,1996-03-10,monthly,2,NA,F,NA,NA,NA,NA,NA,17400,15,NA,69381,500
3119,Decin,1997-05-02,monthly,1,NA,F,NA,NA,NA,NA,NA,1440,15,NA,23070,1100
3120,Hl.m. Praha,1996-06-20,monthly,1,NA,F,NA,NA,NA,NA,NA,13000,15,NA,38370,400
3121,Nachod,1996-03-08,monthly,1,NA,F,NA,NA,NA,NA,NA,4400,15,NA,25948,1000
3122,Ostrava - mesto,1997-05-12,monthly,2,NA,F,NA,NA,NA,NA,NA,14720,15,NA,57000,1100
3124,Kutna Hora,1995-06-13,monthly,1,1,F,NA,NA,NA,NA,NA,19200,15,17,55037,500
3125,Litomerice,1996-12-16,monthly,1,NA,F,NA,NA,NA,NA,NA,8500,15,NA,32229,400
3126,Pelhrimov,1996-09-03,monthly,1,NA,F,NA,NA,NA,NA,NA,8100,15,NA,37703,400
3127,Zdar nad Sazavou,1993-08-08,monthly,1,1,F,NA,NA,NA,NA,NA,58200,15,17,137533,1100
3128,Hl.m. Praha,1995-01-06,monthly,2,NA,F,NA,NA,NA,NA,NA,10200,15,NA,72491,200
3129,Kolin,1993-12-05,monthly,1,NA,F,NA,NA,NA,NA,NA,11900,15,NA,36842,200
3130,Rakovnik,1996-03-20,monthly,1,NA,F,NA,NA,NA,NA,NA,5700,15,NA,94779,500
3131,Tabor,1995-10-23,monthly,1,1,F,NA,NA,NA,NA,NA,21900,15,6,70241,300
3132,Breclav,1995-10-08,monthly,1,NA,F,NA,NA,NA,NA,NA,8500,13,NA,35256,400
3133,Zdar nad Sazavou,1993-06-14,monthly,1,NA,F,NA,NA,NA,NA,NA,27100,15,NA,61083,1000
3134,Rychnov nad Kneznou,1994-04-29,monthly,1,NA,F,NA,NA,NA,NA,NA,34080,15,NA,80578,600
3135,Olomouc,1993-12-27,monthly,1,NA,F,NA,NA,NA,NA,NA,21700,15,NA,97585,200
3136,Jesenik,1993-08-07,monthly,1,NA,F,NA,NA,NA,NA,NA,26500,15,NA,86549,900
3137,Most,1996-12-15,monthly,1,NA,T,253560,4226,60,current,F,25900,15,NA,76510,900
3138,Litomerice,1996-03-24,monthly,1,1,F,NA,NA,NA,NA,NA,15100,15,22,41961,300
3139,Pribram,1995-08-30,monthly,1,NA,F,NA,NA,NA,NA,NA,31800,15,NA,71220,200
3140,Beroun,1997-05-13,monthly,2,NA,F,NA,NA,NA,NA,NA,8960,15,NA,36707,1000
3142,Benesov,1994-09-14,monthly,1,NA,F,NA,NA,NA,NA,NA,6100,15,NA,33603,200
3143,Louny,1996-10-18,monthly,2,NA,T,130896,5454,24,current,F,7300,15,NA,59233,300
3144,Bruntal,1996-03-09,monthly,1,NA,F,NA,NA,NA,NA,NA,6200,15,NA,26808,800
3145,Kladno,1993-12-03,monthly,2,NA,F,NA,NA,NA,NA,NA,14400,15,NA,45930,300
3146,Frydek - Mistek,1993-10-26,monthly,1,NA,F,NA,NA,NA,NA,NA,7500,15,NA,33061,300
3147,Brno - mesto,1995-04-05,monthly,1,NA,F,NA,NA,NA,NA,NA,14200,15,NA,81225,300
3148,Decin,1995-11-19,monthly,1,NA,F,NA,NA,NA,NA,NA,6180,15,NA,34051,400
3149,Hodonin,1996-06-27,monthly,1,NA,F,NA,NA,NA,NA,NA,35840,15,NA,58668,800
3151,Kutna Hora,1996-02-21,monthly,1,1,F,NA,NA,NA,NA,NA,25400,15,18,108602,200
3152,Hl.m. Praha,1993-07-16,monthly,1,NA,F,NA,NA,NA,NA,NA,37400,15,NA,58199,500
3153,Benesov,1996-07-05,monthly,1,1,F,NA,NA,NA,NA,NA,61400,15,4,144318,800
3154,Hl.m. Praha,1997-07-02,monthly,1,NA,F,NA,NA,NA,NA,NA,22100,15,NA,89400,400
3155,Plzen - sever,1996-08-29,monthly,1,NA,F,NA,NA,NA,NA,NA,23900,15,NA,67639,700
3157,Vsetin,1993-09-10,monthly,1,NA,F,NA,NA,NA,NA,NA,14750,15,NA,54191,400
3158,Novy Jicin,1996-10-03,monthly,2,NA,F,NA,NA,NA,NA,NA,2970,15,NA,28062,200
3160,Domazlice,1994-06-19,monthly,1,1,F,NA,NA,NA,NA,NA,21600,15,16,105068,400
3161,Rychnov nad Kneznou,1996-08-26,monthly,1,NA,T,30012,2501,12,current,F,56000,15,NA,127752,700
3163,Usti nad Labem,1997-05-24,monthly,2,1,F,NA,NA,NA,NA,NA,60800,15,2,123108,500
3164,Decin,1993-12-24,monthly,2,NA,F,NA,NA,NA,NA,NA,15300,15,NA,39658,1000
3166,Novy Jicin,1993-08-10,monthly,1,1,T,177744,3703,48,current,F,55900,2,18,145957,-2486
3167,Pisek,1994-08-08,monthly,1,1,F,NA,NA,NA,NA,NA,28600,15,22,100113,200
3168,Most,1993-02-20,monthly,2,NA,F,NA,NA,NA,NA,NA,10250,15,NA,43511,1000
3169,Prachatice,1997-12-19,monthly,1,NA,F,NA,NA,NA,NA,NA,23300,15,NA,54879,500
3170,Hl.m. Praha,1996-01-12,monthly,1,NA,F,NA,NA,NA,NA,NA,22800,15,NA,45753,900
3171,Trebic,1993-09-28,monthly,1,NA,F,NA,NA,NA,NA,NA,6650,15,NA,28477,900
3172,Vsetin,1997-05-27,monthly,1,NA,F,NA,NA,NA,NA,NA,1899,15,NA,20878,600
3173,Most,1993-05-15,monthly,1,NA,F,NA,NA,NA,NA,NA,14600,15,NA,30870,1100
3174,Znojmo,1997-12-10,monthly,2,NA,F,NA,NA,NA,NA,NA,5900,15,NA,31080,400
3175,Svitavy,1996-10-08,monthly,1,NA,F,NA,NA,NA,NA,NA,14600,15,NA,30247,600
3176,Plzen - mesto,1997-03-26,monthly,1,NA,F,NA,NA,NA,NA,NA,4500,15,NA,22782,600
3177,Ostrava - mesto,1996-11-12,monthly,1,NA,F,NA,NA,NA,NA,NA,17100,100,NA,63892,500
3178,Kladno,1996-04-27,monthly,1,NA,F,NA,NA,NA,NA,NA,4050,15,NA,21519,600
3179,Novy Jicin,1996-09-20,monthly,1,NA,F,NA,NA,NA,NA,NA,21920,15,NA,54229,800
3180,Hl.m. Praha,1996-06-18,monthly,1,NA,F,NA,NA,NA,NA,NA,29100,15,NA,52082,500
3181,Havlickuv Brod,1993-05-16,monthly,1,1,F,NA,NA,NA,NA,NA,23700,15,6,86681,1000
3182,Kutna Hora,1996-12-20,monthly,1,NA,F,NA,NA,NA,NA,NA,18700,15,NA,58454,200
3183,Jicin,1994-04-01,monthly,1,NA,F,NA,NA,NA,NA,NA,14500,15,NA,40930,600
3184,Hl.m. Praha,1994-02-18,monthly,1,NA,F,NA,NA,NA,NA,NA,8200,15,NA,32701,700
3185,Jicin,1997-07-29,monthly,2,1,F,NA,NA,NA,NA,NA,9100,15,5,69720,800
3186,Praha - vychod,1995-05-28,monthly,1,NA,F,NA,NA,NA,NA,NA,20800,15,NA,67823,700
3187,Kromeriz,1997-12-20,monthly,1,NA,F,NA,NA,NA,NA,NA,5900,15,NA,20134,500
3188,Karlovy Vary,1997-02-20,monthly,1,NA,F,NA,NA,NA,NA,NA,16000,15,NA,58120,400
3189,Rokycany,1995-11-29,monthly,1,NA,T,222180,3703,60,current,F,52600,14,NA,130659,-5968
3190,Hl.m. Praha,1996-12-30,monthly,1,NA,F,NA,NA,NA,NA,NA,21600,15,NA,54923,1000
3191,Olomouc,1996-09-17,monthly,1,NA,F,NA,NA,NA,NA,NA,10600,15,NA,42318,900
3192,Pisek,1996-07-28,monthly,2,1,F,NA,NA,NA,NA,NA,13920,15,1,63544,400
3193,Ostrava - mesto,1996-02-27,monthly,1,NA,F,NA,NA,NA,NA,NA,23200,15,NA,62868,400
3194,Praha - zapad,1997-04-19,monthly,1,NA,F,NA,NA,NA,NA,NA,14300,15,NA,42056,1100
3195,Teplice,1993-09-02,monthly,1,NA,F,NA,NA,NA,NA,NA,12400,15,NA,63392,600
3196,Hl.m. Praha,1993-12-13,monthly,2,NA,F,NA,NA,NA,NA,NA,13750,15,NA,52530,700
3197,Hl.m. Praha,1993-12-25,monthly,2,NA,F,NA,NA,NA,NA,NA,7410,15,NA,31156,300
3199,Zdar nad Sazavou,1996-06-06,monthly,1,NA,F,NA,NA,NA,NA,NA,22453,15,NA,84871,1100
3201,Kladno,1994-04-17,monthly,2,NA,F,NA,NA,NA,NA,NA,12160,15,NA,68745,300
3202,Mlada Boleslav,1997-06-04,monthly,1,NA,F,NA,NA,NA,NA,NA,3600,15,NA,27629,1100
3203,Cheb,1995-08-07,monthly,1,NA,F,NA,NA,NA,NA,NA,3400,15,NA,22977,1000
3204,Trebic,1996-07-13,monthly,1,1,F,NA,NA,NA,NA,NA,21100,15,NA,68613,700
3205,Hl.m. Praha,1995-12-17,monthly,2,NA,F,NA,NA,NA,NA,NA,7700,15,NA,33742,700
3206,Louny,1996-06-22,monthly,1,NA,F,NA,NA,NA,NA,NA,21600,15,NA,80721,400
3208,Rokycany,1997-08-04,monthly,1,NA,F,NA,NA,NA,NA,NA,42600,15,NA,91199,-1724
3209,Jicin,1997-12-10,monthly,2,NA,F,NA,NA,NA,NA,NA,17300,15,NA,50082,600
